,Unnamed: 0,HCPCS Code,Description,AETNA,CIGNA,HUMANA (Current),HUMANA (2020),HUMANA (2019),UNITED,>90% Agree,>85% Agree,>55% Agree,>51% Agree,WELLCARE BINARY,AETNA BINARY,Num Insurers That Require PR,At Least One Require Prior Auth,All Require Prior Auth,ndc_code,j_code,drug_id,HCPCS Category,sub_category_id,multum_category_id,multum_category_name,sub_category_name,CPT Category,PERCENT OF SPENDING,Category,Therapeutic_area
12764,12764,864,Anesth removal of bladder,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12765,12765,865,Anesth removal of prostate,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12766,12766,866,Anesth removal of adrenal,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12767,12767,868,Anesth kidney transplant,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12768,12768,870,Anesth bladder stone surg,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12769,12769,872,Anesth kidney stone destruct,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12770,12770,873,Anesth kidney stone destruct,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12771,12771,880,Anesth abdomen vessel surg,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12772,12772,882,Anesth major vein ligation,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12773,12773,902,Anesth anorectal surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12774,12774,904,Anesth perineal surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12775,12775,906,Anesth removal of vulva,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12776,12776,908,Anesth removal of prostate,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12777,12777,910,Anesth bladder surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12778,12778,912,Anesth bladder tumor surg,A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12779,12779,914,Anesth removal of prostate,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12780,12780,916,Anesth bleeding control,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12781,12781,918,Anesth stone removal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12782,12782,920,Anesth genitalia surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12783,12783,921,Anesth vasectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12784,12784,922,Anesth sperm duct surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12785,12785,924,Anesth testis exploration,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12786,12786,926,Anesth removal of testis,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12787,12787,928,Anesth removal of testis,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12788,12788,930,Anesth testis suspension,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12789,12789,932,Anesth amputation of penis,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12790,12790,934,Anesth penis nodes removal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12791,12791,936,Anesth penis nodes removal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12792,12792,938,Anesth insert penis device,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12793,12793,940,Anesth vaginal procedures,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12794,12794,942,Anesth surg on vag/urethral,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12795,12795,944,Anesth vaginal hysterectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12796,12796,948,Anesth repair of cervix,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12798,12798,950,Anesth vaginal endoscopy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12799,12799,952,Anesth hysteroscope/graph,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12809,12809,1112,Anesth bone aspirate/bx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12810,12810,1120,Anesth pelvis surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12811,12811,1130,Anesth body cast procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12812,12812,1140,Anesth amputation at pelvis,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12813,12813,1150,Anesth pelvic tumor surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12814,12814,1160,Anesth pelvis procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12815,12815,1170,Anesth pelvis surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12816,12816,1173,Anesth fx repair pelvis,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12817,12817,1200,Anesth hip joint procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12818,12818,1202,Anesth arthroscopy of hip,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12819,12819,1210,Anesth hip joint surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12820,12820,1212,Anesth hip disarticulation,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12821,12821,1214,Anesth hip arthroplasty,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12822,12822,1215,Anesth revise hip repair,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12823,12823,1220,Anesth procedure on femur,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12824,12824,1230,Anesth surgery of femur,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12825,12825,1232,Anesth amputation of femur,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12826,12826,1234,Anesth radical femur surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12827,12827,1250,Anesth upper leg surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12828,12828,1260,Anesth upper leg veins surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12829,12829,1270,Anesth thigh arteries surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12830,12830,1272,Anesth femoral artery surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12831,12831,1274,Anesth femoral embolectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12832,12832,1320,Anesth knee area surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12833,12833,1340,Anesth knee area procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12834,12834,1360,Anesth knee area surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12835,12835,1380,Anesth knee joint procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12836,12836,1382,Anesth dx knee arthroscopy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12837,12837,1390,Anesth knee area procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12838,12838,1392,Anesth knee area surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12839,12839,1400,Anesth knee joint surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12840,12840,1402,Anesth knee arthroplasty,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12841,12841,1404,Anesth amputation at knee,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12842,12842,1420,Anesth knee joint casting,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12843,12843,1430,Anesth knee veins surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12844,12844,1432,Anesth knee vessel surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12845,12845,1440,Anesth knee arteries surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12846,12846,1442,Anesth knee artery surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12847,12847,1444,Anesth knee artery repair,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12848,12848,1462,Anesth lower leg procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12849,12849,1464,Anesth ankle/ft arthroscopy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12850,12850,1470,Anesth lower leg surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12851,12851,1472,Anesth achilles tendon surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12852,12852,1474,Anesth lower leg surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12853,12853,1480,Anesth lower leg bone surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12854,12854,1482,Anesth radical leg surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12855,12855,1484,Anesth lower leg revision,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12856,12856,1486,Anesth ankle replacement,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12857,12857,1490,Anesth lower leg casting,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12858,12858,1500,Anesth leg arteries surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12859,12859,1502,Anesth lwr leg embolectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12860,12860,1520,Anesth lower leg vein surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12861,12861,1522,Anesth lower leg vein surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12862,12862,1610,Anesth surgery of shoulder,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12863,12863,1620,Anesth shoulder procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12864,12864,1622,Anes dx shoulder arthroscopy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12866,12866,1630,Anesth surgery of shoulder,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12867,12867,1634,Anesth shoulder joint amput,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12868,12868,1636,Anesth forequarter amput,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12869,12869,1638,Anesth shoulder replacement,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12872,12872,1650,Anesth shoulder artery surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12873,12873,1652,Anesth shoulder vessel surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12874,12874,1654,Anesth shoulder vessel surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12875,12875,1656,Anesth arm-leg vessel surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12876,12876,1670,Anesth shoulder vein surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12877,12877,1680,Anesth shoulder casting,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12878,12878,1710,Anesth elbow area surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12879,12879,1712,Anesth uppr arm tendon surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12880,12880,1714,Anesth uppr arm tendon surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12881,12881,1716,Anesth biceps tendon repair,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12882,12882,1730,Anesth uppr arm procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12883,12883,1732,Anesth dx elbow arthroscopy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12885,12885,1740,Anesth upper arm surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12886,12886,1742,Anesth humerus surgery,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12887,12887,1744,Anesth humerus repair,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12889,12889,1756,Anesth radical humerus surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12890,12890,1758,Anesth humeral lesion surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12891,12891,1760,Anesth elbow replacement,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12892,12892,1770,Anesth uppr arm artery surg,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
12893,12893,1772,Anesth uppr arm embolectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) anesthesia,,Surgery and anesthesia,
